"LOCATION ACCOUNT #","BUSINESS NAME","DBA NAME","STREET ADDRESS","CITY","ZIP CODE","LOCATION DESCRIPTION","MAILING ADDRESS","MAILING CITY","MAILING ZIP CODE","NAICS","PRIMARY NAICS DESCRIPTION","COUNCIL DISTRICT","LOCATION START DATE","LOCATION END DATE","LOCATION"
"0002666652-0001-9","RAQUEL'S CASH N' CARRY",,"1238 E OLYMPIC BLVD","LOS ANGELES","90021-1830","1238 OLYMPIC 90021-1830",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","01/01/2013",,"POINT (-118.2449 34.0327)"
"0002675428-0002-6","RAHEL BOGALE","YONA MARKET","4030 W MARTIN LUTHER KING JR BLVD","LOS ANGELES","90008-1716","4030 MARTIN LUTHER KING JR 90008-1716","430 S FULLER AVENUE APT #1L","LOS ANGELES","90036-5353","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","02/27/2015",,"POINT (-118.3435 34.0158)"
"0002680430-0001-5","MARIA ANTONIA HERNANDEZ","LATINOS GOATEMALTECA MARKET","2825 W PICO BLVD","LOS ANGELES","90006-3910","2825 PICO 90006-3910",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","05/08/2013",,"POINT (-118.301 34.0472)"
"0002680753-0001-1","BRYAN PACHECO","E & M MEAT MARKET","10826 S CENTRAL AVENUE","LOS ANGELES","90059-1022","10826 CENTRAL 90059-1022",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","15","03/15/2013",,"POINT (-118.2541 33.9377)"
"0002683259-0002-7","SHETU SHATHI INC","JK MARKET","6333 S BROADWAY","LOS ANGELES","90003-1431","6333 BROADWAY 90003-1431","4228 S WESTERN AVENUE","LOS ANGELES","90062-1642","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","03/01/2016",,"POINT (-118.2784 33.9817)"
"0002685546-0001-1","MARIA T PAUA GUARDADO","MY DAIRY","7422 COMPTON AVENUE","LOS ANGELES","90001-2534","7422 COMPTON 90001-2534",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/20/2013",,"POINT (-118.2476 33.9731)"
"0002686288-0001-7","BEATRIZ ARECHIGA",,"5962 S VERMONT AVENUE","LOS ANGELES","90044-3743","5962 VERMONT 90044-3743",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/01/2013",,"POINT (-118.2914 33.9861)"
"0002687918-0001-6","PRABHSHARAN KAUR","TONY'S MARKET","104 E AVENUE 40","LOS ANGELES","90031-1513","104 AVENUE 40 90031-1513","37071 FIRETHORN STREET","PALMDALE","93550-7394","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","06/19/2013",,"POINT (-118.2104 34.092)"
"0002691421-0001-0","SATNAM SINGH/SATVINDER VALERIE SINGH","SUNNY LIQUOR & MARKET","12815 VENICE BLVD","LOS ANGELES","90066-3507","12815 VENICE 90066-3507",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","11","06/28/2013",,
"0002691478-0001-0","TAE J KIM","MUCHO EXTRA","759 S UNION AVENUE","LOS ANGELES","90017-2115","759 UNION 90017-2115",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","07/12/2013",,"POINT (-118.2718 34.0528)"
"0002692858-0001-2","GRACIELA DE LA TORRE","DELILAHS MINI MARKET","406 E 40TH PLACE","LOS ANGELES","90011-5641","406 40TH 90011-5641","410 E 57TH STREET","LOS ANGELES","90011-5312","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/23/2013",,"POINT (-118.2683 34.0101)"
"0002693058-0001-4","12225 SANTA MONICA BLVD INC","7-ELEVEN STORE 39685A","12225 SANTA MONICA BLVD","LOS ANGELES","90025-2517","12225 SANTA MONICA 90025-2517","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","08/09/2013",,"POINT (-118.4648 34.0398)"
"0002699810-0001-2","FRANCISCO SANCHEZ GARCIA","DAMUS MARKET","5257 COMPTON AVENUE","LOS ANGELES","90011-4915","5257 COMPTON 90011-4915","5257 COMPTON AVENUE","LOS ANGELES","90011-4915","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","08/05/2013",,"POINT (-118.2477 33.9952)"
"0002700431-0001-4","HIGINIO ANTONIO HERNANDEZ COX","QUETZAL PRODUCE & MINI MARKET","4101 S BROADWAY","LOS ANGELES","90037-2220","4101 BROADWAY 90037-2220",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2009",,"POINT (-118.2783 34.009)"
"0002714840-0001-1","PARK FIERRO LLC","MILKFARM","2106 COLORADO BLVD","LOS ANGELES","90041-1222","2106 COLORADO 90041-1222",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","12/01/2013",,"POINT (-118.2126 34.139)"
"0002715004-0001-7","SUSUNDA CORP","IM MARKET","7928 MELROSE AVENUE","LOS ANGELES","90046-7110","7928 MELROSE 90046-7110",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","11/05/2013",,"POINT (-118.3623 34.0837)"
"0002717409-0001-7","YOUNG KYUNG PAK","FRANKS LIQUOR & MARKIET","10559 SANTA MONICA BLVD","LOS ANGELES","90025-4907","10559 SANTA MONICA 90025-4907",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/02/2014",,"POINT (-118.4283 34.0547)"
"0002720635-0001-1","DREAM MARKET INC",,"915 S CENTRAL AVENUE","LOS ANGELES","90021-2001","915 CENTRAL 90021-2001","2529 FOOTHILL BLVD","LA CRESCENTA","91214-3521","445100","Grocery stores (including supermarkets & convenience stores without gas)","14","01/06/2014",,"POINT (-118.2441 34.0319)"
"0002720721-0001-8","CHRISTIAN AGUSTIN HERNANDEZ","MERCADITO LOS HERNANDEZ","4614 S BROADWAY","LOS ANGELES","90037-2730","4614 BROADWAY 90037-2730",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2014",,"POINT (-118.2783 34.0018)"
"0002722014-0008-2","AMAZON RETAIL LLC",,"6855 S LA CIENEGA BLVD","LOS ANGELES","90045-2012","6855 LA CIENEGA 90045-2012","POST OFFICE BOX #80037","SEATTLE","98108-0037","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","12/03/2020",,"POINT (-118.3705 33.9768)"
"0002723020-0002-6","ROBERTO GARDUNO ROJAS","EL SIN FIN MINI MARKET","7522 S HOOVER STREET","LOS ANGELES","90044-6008","7522 HOOVER 90044-6008",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","08/15/2017",,"POINT (-118.2869 33.971)"
"0002723123-0002-8","MAYRA C LOPEZ","CRIS JR MINI MART & 99 CENT STORE #2","10032 S HOOVER STREET","LOS ANGELES","90044-4524","10032 HOOVER 90044-4524",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","06/08/2015",,"POINT (-118.2869 33.9452)"
"0002728819-0001-7","LA RICE CAKE BAKERY INC","LA RICE CAKE","950 N WESTERN AVENUE","LOS ANGELES","90029-3216","950 WESTERN 90029-3216",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","02/01/2014",,"POINT (-118.3091 34.0878)"
"0002733113-0002-1","MARIA DOLORES FUENTES MONDRAGON","LUPITAS 99 & UP MINI MARKET","8319 S MAIN STREET UNIT #104","LOS ANGELES","90003-2917","8319 MAIN 90003-2917",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","04/09/2019",,"POINT (-118.2743 33.9635)"
"0002736977-0001-0","LISANDRA REYES","DOMINICS 1","2721 S CENTRAL AVENUE","LOS ANGELES","90011-5527","2721 CENTRAL 90011-5527",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","03/11/2014",,"POINT (-118.2555 34.0172)"
"0002743925-0001-7","FRANCISCO JUAN MATEO","LA TIENDITA MARKET","1812 JAMES M WOOD BLVD","LOS ANGELES","90006-3002","1812 JAMES M WOOD 90006-3002",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","01/27/2014",,"POINT (-118.2758 34.052)"
"0002744484-0001-1","PASEO CHAPIN CORPORATION","PASEO CHAPIN RESTAURANT","2220 W 7TH STREET","LOS ANGELES","90057-4002","2220 7TH 90057-4002","2220 W 7TH STREET","LOS ANGELES","90057-4002","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","07/01/2013",,"POINT (-118.2781 34.057)"
"0002744572-0001-6","REGINA AVILA AGUILAR",,"1801 ALBION STREET","LOS ANGELES","90031-3201","1801 ALBION 90031-3201",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","01/01/2013",,"POINT (-118.2211 34.0696)"
"0002749782-0001-2","VILLAGE MINI MART INC","VILLAGE MINI MART","220 W 7TH STREET","LOS ANGELES","90014-1823","220 7TH 90014-1823",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","05/06/2014",,"POINT (-118.2528 34.0449)"
"0002753334-0001-3","MINA AWED","DJ'S TOBACCO MARKET","425 1/2 W 8TH STREET","LOS ANGELES","90014-3000","425 8TH 90014-3000",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","05/27/2014",,"POINT (-118.256 34.0446)"
"0002754901-0002-3","MOISES CLEMENTE","THE REAL SNACK STORE","5526 AVALON BLVD","LOS ANGELES","90011-5116","5526 AVALON 90011-5116",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","02/02/2015",,"POINT (-118.2651 33.9922)"
"0002755805-0001-2","MARTHA ODILIA OSORIO SANCHEZ","VICTORIA'S MINI MARKET","6021 S VERMONT AVENUE","LOS ANGELES","90044-3715","6021 VERMONT 90044-3715","1203 ARAPAHOE STREET APT #3","LOS ANGELES","90006-3568","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","06/10/2014",,"POINT (-118.2914 33.9852)"
"0002758120-0001-1","HAPPY DHOOR ONE INC","HAPPY'S MARKET & SPIRITS","807 N AVE 50 UNIT #11","LOS ANGELES","90042-3101","807 AVE 50 90042-3101",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","06/20/2014",,"POINT (-118.2082 34.1136)"
"0002759537-0001-7","BS MULTANI INC","FICKETT MARKET","711 N FICKETT STREET","LOS ANGELES","90033-2515","711 FICKETT 90033-2515",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","04/16/2014",,"POINT (-118.2032 34.0498)"
"0002760945-0002-3","MARIANA GARCIA","GARCIA'S MINI MARKET #2","2721 S CENTRAL AVENUE","LOS ANGELES","90011-5527","2721 CENTRAL 90011-5527",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","05/01/2016",,"POINT (-118.2557 34.0173)"
"0002760945-0003-1","MARIANA GARCIA","GARCIAS MINI MARKET","450 E VERNON AVENUE","LOS ANGELES","90011-3440","450 VERNON 90011-3440","2721 S CENTRAL AVENUE","LOS ANGELES","90011-5527","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/21/2015",,"POINT (-118.2678 34.0037)"
"0002761827-0001-6","JESUS COUTINO","ARTURO'S DISCOUNT MARKET","2808 S CENTRAL AVENUE","LOS ANGELES","90011-2037","2808 CENTRAL 90011-2037",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/11/2014",,"POINT (-118.2558 34.0165)"
"0002763705-0001-6","PATRICIA VEGA SOLIS","UN DOLLAR Y NOVEDADES LA PATITA","1814 W 8TH STREET","LOS ANGELES","90057-4202","1814 8TH 90057-4202",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","09/01/2013",,"POINT (-118.2748 34.0535)"
"0002764561-0001-1","WITH LOVE COMMUNITY MARKET AND CAFE",,"2039 W 29TH STREET","LOS ANGELES","90018-3024","2039 29TH 90018-3024","1969 S VERMONT AVENUE","LOS ANGELES","90007-1254","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","10/24/2013",,"POINT (-118.3102 34.0294)"
"0002765643-0001-8","EL RANCHO 3 STARS INC","EL RANCHO MARKET","1115 N ALVARADO STREET","LOS ANGELES","90026-3108","1115 ALVARADO 90026-3108",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/15/2014",,"POINT (-118.2634 34.0777)"
"0002768544-0001-6","H MART LOS ANGELES LLC",,"621 S WESTERN AVENUE #G-03","LOS ANGELES","90005-3040","621 WESTERN 90005-3040","11966 WASHINGTON BLVD","WHITTIER","90606-2608","445100","Grocery stores (including supermarkets & convenience stores without gas)","10","08/12/2014",,"POINT (-118.309 34.0624)"
"0002771734-0001-4","GLORIA M OROZCO","ANDRES MINI MARKET","9522 S MAIN STREET","LOS ANGELES","90003-4223","9522 MAIN 90003-4223",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","01/09/2014",,"POINT (-118.2738 33.9499)"
"0002774314-0001-6","JORGE A RODRIGUEZ NAVA","GUAPOS MARKET","744 S VERMONT AVENUE","LOS ANGELES","90005-1520","744 VERMONT 90005-1520",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","08/15/2014",,"POINT (-118.2916 34.0586)"
"0002785138-0002-7","RUBEN SANTANA GARCIA","TOMS MARKET","4754 E 6TH STREET","LOS ANGELES","90022-2531","4754 6TH 90022-2531",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","05/01/2015",,"POINT (-118.1642 34.0266)"
"0002788620-0001-1","WEST LA INTERNATIONAL MARKET /C",,"10817 VENICE BLVD","LOS ANGELES","90034-7103","10817 VENICE 90034-7103","3464 ATWATER AVENUE","LOS ANGELES","90039-1916","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","11/26/2014",,"POINT (-118.4093 34.0174)"
"0002795042-0001-3","MOHAMMAD SHAHBAZ BAIG","FIESTA MINI MARKET","3657 POMEROY STREET","LOS ANGELES","90063-3714","3657 POMEROY 90063-3714",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","0","11/04/2014",,"POINT (-118.1865 34.0512)"
"0002795492-0001-4","FLOR DEL C TRUJILLO","DON JUAN MINI MARKET","10825 S SAN PEDRO STREET","LOS ANGELES","90061-2525","10825 SAN PEDRO 90061-2525",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","12/12/2014",,"POINT (-118.2695 33.938)"
"0002796756-0001-0","MONIQUE WADE","TNN DISCOUNT MARKET","9333 S FIGUEROA STREET","LOS ANGELES","90003-3922","9333 FIGUEROA 90003-3922",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","10/01/2020",,
"0002797141-0001-1","DEEP HIGHLAND INC","7 ELEVEN STORE 18406D | 7 ELEVEN STORE #18406D","5000 WILSHIRE BLVD","LOS ANGELES","90036-4315","5000 WILSHIRE 90036-4315","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","5","01/09/2015",,"POINT (-118.3389 34.0621)"
"0002805824-0001-9","PARMINDER KAUR","SUN FOOD MART & DELI","11019 S ALAMEDA STREET","LOS ANGELES","90059-1424","11019 ALAMEDA 90059","11019 S ALAMEDA STREET","LOS ANGELES","90059-1424","445100","Grocery stores (including supermarkets & convenience stores without gas)","0","02/16/2015",,"POINT (-118.2264 33.9353)"
"0002806903-0001-2","NORBERTO SANTAMARIA VAZQUEZ","LOS DOS AMIGOS MARKET","4475 W PICO BLVD","LOS ANGELES","90019-4243","4475 PICO 90019-4243",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","02/17/2015",,"POINT (-118.333 34.0483)"
"0002807581-0001-7","BIG 6 HOLDINGS, INC.",,"550 S RAMPART BLVD","LOS ANGELES","90057-2602","550 RAMPART 90057-2602","550 S RAMPART BLVD","LOS ANGELES","90057-2602","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","01/01/2015",,"POINT (-118.281 34.0629)"
"0002807637-0001-4","JOE SUPERMARKET INC","JOE SUPERMARKET","12131 WASHINGTON PLACE   #E-F","LOS ANGELES","90066-5272","12131 WASHINGTON 90066-5272","721 N MARTEL AVENUE","LOS ANGELES","90046-7506","445100","Grocery stores (including supermarkets & convenience stores without gas)","11","02/19/2015",,"POINT (-118.4278 34.001)"
"0002815806-0001-7","GLENDA R MORENO / MILTON D MORENO","PULGARCITO MARKET","2484 W PICO BLVD","LOS ANGELES","90006-4007","2484 PICO 90006-4007",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","01/07/2015",,"POINT (-118.2912 34.0472)"
"0002817795-0001-1","GIANCARLO PICCINI / FRANCISCO RIVERA","GP & FR MINI MART","2621 WHITTIER BLVD","LOS ANGELES","90023-1446","2621 WHITTIER 90023-1446",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","14","03/01/2015",,"POINT (-118.2124 34.0329)"
"0002818079-0001-2","JOSE RIOS SOTELO",,"9124 S VERMONT AVENUE","LOS ANGELES","90044-4838","9124 VERMONT 90044-4838",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","03/19/2015",,
"0002818336-0001-9","EK OM INC","7-ELEVEN STORE 39760A","1752 W SLAUSON AVENUE SUITE #A","LOS ANGELES","90047-1119","1752 SLAUSON 90047-1119","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","8","03/26/2015",,"POINT (-118.3086 33.9891)"
"0002818336-0002-7","EK OM INC","7-ELEVEN STORE 39759A","610 S RAMPART BLVD SUITE #3","LOS ANGELES","90057-3213","610 RAMPART 90057-3213","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","03/26/2015",,"POINT (-118.2815 34.0621)"
"0002820157-0001-2","DERRICK A HARVEY","RIGHT CHOICE CARIBBEAN MARKET","4233 CRENSHAW BLVD","LOS ANGELES","90008-2536","4233 CRENSHAW 90008-2536",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","04/03/2015",,"POINT (-118.3345 34.0065)"
"0002825196-0001-9","MARICELA PASCUAL","ROSA'S MINI MARKET","1246 W 7TH STREET","LOS ANGELES","90017-2362","1246 7TH 90017-2362",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","04/30/2015",,"POINT (-118.2673 34.0521)"
"0002825271-0001-7","TSEHAYE ENTERPRISES LLC","THE SUPERMARKET 98 PLUS","2625 S WESTERN AVENUE","LOS ANGELES","90018-2628","2625 WESTERN 90018-2628",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/10/2015",,"POINT (-118.3089 34.0315)"
"0002825778-0001-0","L & G MINIMARKET LLC",,"6415 1/2 S VERMONT AVENUE","LOS ANGELES","90044-3625","6415 VERMONT 90044-3625",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","04/01/2015",,"POINT (-118.2918 33.9812)"
"0002827152-0001-1","LIVING WATER","LIVING WATER","11016 WILMINGTON AVENUE BUILDING #1","LOS ANGELES","90059-1242","11016 WILMINGTON 90059",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","15","05/30/2015",,"POINT (-118.239 33.935)"
"0002828785-0001-1","SERGIO JIMENEZ MONTES","AVALON'S BEST MINI MARKET","11022 AVALON BLVD","LOS ANGELES","90061-3010","11022 AVALON 90061-3010",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","05/15/2015",,"POINT (-118.2651 33.9354)"
"0002830104-0001-7","8503 MINI MART INC","MINI MART","8503 VENICE BLVD","LOS ANGELES","90034-2548","8503 VENICE 90034-2548",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","06/01/2015",,"POINT (-118.3779 34.0352)"
"0002830272-0001-1","VILMA MORALES","LAS CHIQUITAS","5146 S MAIN STREET","LOS ANGELES","90037-3840","5146 MAIN 90037-3840",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","03/20/2015",,"POINT (-118.2739 33.9955)"
"0002834574-0001-4","MESFIN A TADESSE","54TH ST MARKET","2731 W 54TH STREET","LOS ANGELES","90043-2643","2731 54TH 90043-2643",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","02/14/2015",,"POINT (-118.3228 33.9931)"
"0002836174-0001-6","JJ3 ENTERPRISES INC","BOB'S MARKET","1234 BELLEVUE AVENUE","LOS ANGELES","90026-5163","1234 BELLEVUE 90026-5163","1234 BELLEVUE AVENUE","LOS ANGELES","90026-5163","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","06/18/2015",,"POINT (-118.2521 34.0678)"
"0002837687-0001-1","JERONIMO SANCHEZ LICON","TONY'S  MARKET","4301 S BROADWAY","LOS ANGELES","90037-2709","4301 BROADWAY 90037-2709",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","06/26/2015",,"POINT (-118.2783 34.0056)"
"0002841199-0001-6","SABB INC","SABB MARKET","8922 S CENTRAL AVENUE","LOS ANGELES","90002-1738","8922 CENTRAL 90002-1738","1239 W ROSECRANS AVENUE APT #35","GARDENA","90247-2574","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","07/15/2015",,"POINT (-118.2564 33.9554)"
"0002845197-0001-6","ARMANDO ESPINOZA","LA ESQUINITA","1163 VENICE BLVD","LOS ANGELES","90015-3245","1163 VENICE 90015-3245",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","03/01/2015",,"POINT (-118.2808 34.0423)"
"0002845268-0001-8","PEDRO ALVAREZ","SUPER TIENDA GUATEMALA 99 CENT","1613 W 6TH STREET","LOS ANGELES","90017-1001","1613 6TH 90017-1001","801 S UNION AVENUE UNIT #302","LOS ANGELES","90017-2177","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","08/26/2013",,"POINT (-118.2691 34.0569)"
"0002848845-0001-8","ALEJANDRO ORENDAIN REYES",,"1163 VENICE BLVD","LOS ANGELES","90015-3245","1163 VENICE 90015-3245",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","03/01/2015",,"POINT (-118.2808 34.0423)"
"0002848891-0001-8","DANA E AVILA","TIENDA  SAN RAFAEL","5121 S VERMONT AVENUE","LOS ANGELES","90037-3515","5121 VERMONT 90037-3515","1043 W 49TH STREET","LOS ANGELES","90037-2921","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","08/10/2015",,"POINT (-118.2915 33.9963)"
"0002849771-0001-0","R & S SHARMA INC","7-ELEVEN STORE 39744A","5700 SANTA MONICA BLVD","LOS ANGELES","90038-3202","5700 SANTA MONICA 90038-3202","22574 ZALTANA STREET","CHATSWORTH","91311-8600","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","08/21/2015",,"POINT (-118.3135 34.0907)"
"0002849771-0002-8","R & S SHARMA INC","7-ELEVEN STORE 39832A","1770 N HIGHLAND AVENUE SUITE #D-E","LOS ANGELES","90028-4406","1770 HIGHLAND 90028-4406","22574 ZALTANA STREET","CHATSWORTH","91311-8600","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","04/13/2017",,"POINT (-118.3384 34.1036)"
"0002849771-0004-4","R & S SHARMA INC","7-ELEVEN STORE 39993A","6702 HOLLYWOOD BLVD","LOS ANGELES","90028-4605","6702 HOLLYWOOD 90028-4605","22574 ZALTANA STREET","CHATSWORTH","91311-8600","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","01/04/2019",,"POINT (-118.3366 34.1013)"
"0002850755-0001-1","ROXANA E HERNANDEZ","M CARNAL MARKET #2","128 E MARTIN LUTHER KING JR BLVD","LOS ANGELES","90011-2652","128 MARTIN LUTHER KING JR 90011-2652",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","03/03/2015",,"POINT (-118.2728 34.0111)"
"0002851515-0001-8","IRENE GOMEZ","LUPITA'S MINI MARKET","859 N VIRGIL AVENUE","LOS ANGELES","90029-2981","859 VIRGIL 90029-2981","2503 W 4TH STREET APT #9","LOS ANGELES","90057-1842","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","07/01/2015",,"POINT (-118.2868 34.0868)"
"0002852071-0001-8","FRIENDLY MART LLC","99 CENT AND SMOKE SHOP","10122 S FIGUEROA STREET #G-H","LOS ANGELES","90003-4448","10122 FIGUEROA 90003-4448",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","8","09/01/2015",,"POINT (-118.2826 33.9441)"
"0002853000-0001-5","ENANOS DISTRIBUTION, INC","ENANOS DISTRIBUTION, INC","1816 WALTON AVENUE APT #2","LOS ANGELES","90006-4467","1816 WALTON 90006","1816 WALTON AVENUE APT #2","LOS ANGELES","90006-4467","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","09/01/2015",,"POINT (-118.295 34.0409)"
"0002854188-0001-6","ANA MARINA TELETOR PEREZ","MINI 99 JULIET","4728 S NORMANDIE AVENUE","LOS ANGELES","90037-2855","4728 NORMANDIE 90037-2855",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","09/10/2015",,"POINT (-118.3001 34)"
"0002855524-0001-6","NAYELY GARCIA MARTINEZ","ZELIAS MINI MARKET","5117 AVALON BLVD","LOS ANGELES","90011-4525","5117 AVALON 90011-4525",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","10/01/2015",,"POINT (-118.2651 33.9961)"
"0002856676-0001-9","EMILY SANCHEZ & YVETTE SANCHEZ","DELICIA'S BAKERY & SOME...","5567 N FIGUEROA STREET","LOS ANGELES","90042-4119","5567 FIGUEROA 90042-4119","5567 N FIGUEROA STREET","LOS ANGELES","90042-4119","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","10/01/2015",,"POINT (-118.1945 34.1087)"
"0002858836-0001-5","UBALDO LOPEZ","HI MARKET","4137 W PICO BLVD","LOS ANGELES","90019-4311","4137 PICO 90019-4311",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","10","10/05/2015",,"POINT (-118.326 34.0477)"
"0002859363-0001-9","ERIC PARRA","MOTHERS AND BABIES NUTRITION","4269 S VERMONT AVENUE","LOS ANGELES","90037-2463","4269 VERMONT 90037-2463","7249 SOMERSET BLVD","PARAMOUNT","90723-3907","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","10/07/2015",,"POINT (-118.2915 34.0059)"
"0002867653-0001-1","TIFFANY YOON","LA FLOR DE MAYO MARKET","3055 W 7TH STREET SUITE #D","LOS ANGELES","90005-1434","3055 7TH 90005-1434",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","1","10/11/2015",,"POINT (-118.2904 34.0597)"
"0002868290-0001-7","GUDELIA CASTANO SERRANO","CASTANOS MINI MARKET","5979 S BROADWAY","LOS ANGELES","90003-1144","5979 BROADWAY 90003-1144",,,,"445100","Grocery stores (including supermarkets & convenience stores without gas)","9","11/17/2015",,"POINT (-118.2783 33.9854)"
"0002869486-0001-4","LETS WORK ALL INC","7-ELEVEN STORE 39763A","3079 N SAN FERNANDO ROAD","LOS ANGELES","90065-1410","3079 SAN FERNANDO 90065-1410","POST OFFICE BOX #219088","DALLAS","75221-9088","445100","Grocery stores (including supermarkets & convenience stores without gas)","13","01/01/2016",,"POINT (-118.2454 34.1144)"
"0002869651-0001-7","ISAIAS PECHER","LICHITA'S STORE","830 S ALVARADO STREET UNIT #C3","LOS ANGELES","90057-4010","830 ALVARADO 90057-4010","503 UNION DRIVE APT #108","LOS ANGELES","90017-1513","445100","Grocery stores (including supermarkets & convenience stores without gas)","1","11/15/2015",,"POINT (-118.2781 34.0544)"
"0002870053-0001-8","NORTHGATE GONZALEZ EQUITY PARTNERS III",,"944 E SLAUSON AVENUE","LOS ANGELES","90011-5240","944 SLAUSON 90011-5240","1201 N MAGNOLIA AVENUE","ANAHEIM","92801-2609","445100","Grocery stores (including supermarkets & convenience stores without gas)","9","01/01/2014",,"POINT (-118.2583 33.9887)"
